t,snr_db
250,-5.652794190292091
251,-6.556990353195225
252,-4.603580266102524
253,-4.949791706293361
254,-5.3039170990284425
255,9.715497965388167
256,10.328221399558286
257,10.154218683007743
258,8.924726453703578
259,8.727890702156321
260,9.604048150086422
261,-4.437213647318072
262,-3.320623510787483
263,-4.498884895246881
264,-5.751156342596045
265,-3.2254448749241593
266,-5.437777462741527
267,-3.633174796334565
268,-4.9183470962897875
269,-4.295989582966601
270,-5.171684888552983
271,-4.245421524550112
272,-2.335610706598075
273,-5.2010224226750426
274,-5.294368174867373
275,-5.735368609709361
276,-4.0404956039397435
277,-5.538058085424087
278,-4.098068361055567
279,-2.946978740952411
280,-5.650995397343618
281,5.331294273357275
282,5.176195928074836
283,0.34412897906762846
284,2.209679825769137
285,0.4403423440114717
286,0.8296967216706022
287,0.11298315447570184
288,-0.07916383053033507
289,0.8758615819234394
290,0.5473000515558876
291,-0.3025653996336251
292,-1.4067565038178151
293,1.0303037557415502
294,0.34388198445384743
295,0.5113196145463874
296,-0.04202814712866744
297,-0.17454952474643617
298,0.7380293348798522
299,1.9099198538751614
300,-2.1601466509533154
301,-2.121076578501334
302,1.272008557469853
303,-0.49035467760559903
304,0.44609899068617115
305,-0.5750801831495037
306,-0.5729746329848746
307,0.12620112185068177
308,0.8910030880446876
309,-1.3588367522267504
310,0.7064507414412649
311,-0.9641462028058548
312,0.0723430930771468
313,-1.45347497050366
314,-0.6195135687853892
315,0.2323368355831042
316,-0.6777051809960972
317,-0.5125503854373886
318,1.532914834498218
319,-0.059593478921180824
320,1.3662867589651924
321,-0.8090118912985598
322,0.1704367140638248
323,0.019775349156905413
324,1.0218860544152812
325,-1.4121177005352024
326,0.2035618349796547
327,1.0793818370919932
328,-0.830712888272181
329,-1.0150086552464852
330,1.9146103418678115
331,0.7321645673023615
332,-0.6768064276586502
333,-0.363617571928761
334,1.3488586342418334
335,-2.2309271249208424
336,-0.6706674086924871
337,0.6746175558675643
338,-0.2223948030120566
339,-0.9484475308257343
340,-0.24721092826751465
341,-1.867990664835386
342,0.9577519342496091
343,1.6210203551878883
344,0.18415032021530398
345,1.0310803835177755
346,0.04846823152126966
347,-0.7059384498530032
348,-0.5349108009446006
349,0.06610261049933833
350,0.8356196702497061
351,0.25378148324079175
352,-0.6932745327785236
353,2.104139776585412
354,0.09722998837399713
355,1.553142036611871
356,2.0619917655741586
357,-0.712340667290068
358,0.5337248458679615
359,10.564923367849724
360,8.38649291002904
361,9.877653375518419
362,10.803243017612356
363,11.166086091439558
364,10.53274055825472
365,10.580999217020503
366,8.782999130166774
367,11.003128367915197
368,8.41723180972021
369,9.80173250860835
370,8.721748831629284
371,10.490516810689853
372,9.192285929607035
373,10.545732604087988
374,9.282475943689255
375,9.268491827579268
376,9.197527597231442
377,10.420216554495724
378,5.333189347200359
379,6.842425941056234
380,5.130767087984674
381,3.8445900022710964
382,6.886560871408023
383,3.762824058623814
384,3.894062841247451
385,4.2332261938962565
386,4.1752654788308785
387,5.527560080280425
388,3.8295388171069815
389,5.108432955295657
390,4.177744949460933
391,5.146542270445074
392,5.275343188294799
393,4.860515051168937
394,4.376196952026505
395,9.503200054692732
396,9.899045889192621
397,8.898502888805211
398,9.883500594451002
399,10.341678414700956
400,10.634479207611342
401,10.074197581199119
402,11.265399566396983
403,11.548812064314061
404,9.931611256572312
405,9.80719644665566
406,10.10302304718046
407,10.700596020124008
408,9.7507968094443
409,10.7645067253121
410,7.6779405590734315
411,10.113024198915342
412,9.75915275137974
413,11.15311036194953
414,10.797766480008153
415,11.09134763894676
416,11.22318970568602
417,10.654519790229601
418,10.514401042526108
419,9.601637780907177
420,9.462626978889089
421,9.59235033527248
422,9.988296046989403
423,9.147753125161966
424,10.96141630056271
425,9.490179417122441
426,10.29957893398489
427,9.046943126113032
428,10.254571376947823
429,10.555222907861227
430,10.02450190762848
431,10.997497241304378
432,8.825767553588012
433,9.819531781359823
434,10.804427253268125
435,12.058664646396728
436,9.23468474024431
437,10.370288426001713
438,9.450437409669815
439,10.39279658714684
440,9.391704174891753
441,9.413024666076115
442,9.24904958969102
443,11.143041429352984
444,9.73662457591524
445,9.989942956327491
446,10.679645006346313
447,9.469871205846907
448,10.163716730107147
449,9.214923514167454
450,9.749721444212863
451,11.53176332253642
452,8.439588917425166
453,9.45476747273361
454,11.356060496873754
455,8.746865275551063
456,10.390720981692182
457,8.318309541832795
458,11.445837336087044
459,9.572602634770897
460,10.752728132334102
461,9.05772576132491
462,8.173958450292023
463,10.387221680072
464,9.291557146512387
465,9.713710951560827
466,10.898457177160523
467,9.774988861587044
468,8.352342321240847
469,9.269464861075395
470,10.204981591040129
471,10.575575808830717
472,10.789470244057938
473,8.9154312350126
474,8.893562675097456
475,7.868101684840626
476,10.102541820405142
477,10.818595804825668
478,9.96665789789384
479,10.184189360820561
480,11.51230041863631
481,11.918368252748234
482,11.085972378357914
483,10.314266947083315
484,9.328049085777215
485,8.572860987242917
486,10.161193426215931
487,9.37127638927773
488,10.48828180138122
489,10.983058387091925
490,10.141662389495087
491,9.529284070959694
492,10.243900363495689
493,10.482333124321736
494,10.532843353365394
495,11.394698871524074
496,9.148382398821044
497,9.61797357224123
498,9.085321253336085
499,9.259268325954391
500,9.66540556728817
501,11.261021594133574
502,8.793584173272324
503,8.908133339980633
504,10.056962458713937
505,11.238799394015548
506,10.339097586334558
507,9.537501939111173
508,9.62734279790051
509,10.029293340746761
510,9.635554281586835
511,9.930777014414112
512,9.771455929765281
513,9.617226166792646
514,10.629331593407569
515,10.29029302439983
516,10.987927752603833
517,11.192119633195137
518,9.210119813971456
519,9.410825213178535
520,9.377748317043146
521,8.239905603964829
522,11.16738245060221
523,9.918868565298391
524,8.878817728760799
525,9.325756435681576
526,10.939601657725765
527,9.5011312759955
528,10.024265697260923
529,10.173482864517009
530,10.525462865273974
531,10.103821062181797
532,9.941227451096905
533,11.90543622063061
534,11.176431599037812
535,9.680309749581044
536,11.527227778275202
537,12.24165160471642
538,8.030703190552474
539,10.338619768771391
540,10.45107058953494
541,9.182108543232138
542,10.556197873048022
543,9.764784509489479
544,10.228823352263262
545,13.333516482543661
546,8.500652106243447
547,10.022369125589332
548,9.725862183936492
549,11.067388686249274
550,9.271561525474816
551,10.931143247998003
552,10.709155929303801
553,9.081431721696218
554,10.830118337533607
555,11.341818487686885
556,10.414330715041567
557,10.564702313878577
558,8.871753474795856
559,9.300688162632492
560,10.285586092226819
561,10.33886016671425
562,10.01998537307429
563,10.30249992955148
564,9.691547368075284
565,9.461372056420394
566,10.497695643195115
567,8.627484830056064
568,11.15004870063429
569,9.357860116165583
570,9.667591320830542
571,8.606255154724328
572,9.82112255852592
573,9.329472411653233
574,9.02145135924748
575,9.855742054227841
576,10.273207794607192
577,10.1999902894595
578,-0.8051708156701437
579,0.3756965096788681
580,-0.4383809631394952
581,0.8575084563862071
582,-0.21207683977187358
583,-1.0610383064943179
584,1.994220697181152
585,-1.4524092855435295
586,0.6113728935875815
587,1.3281510598126958
588,1.1362220295821746
589,0.09048150207599627
590,0.25260914805185747
591,-0.6180154052986577
592,-1.6099394444916968
593,-0.5926174742700078
594,2.0055277561599096
595,-0.4795493956625311
596,-1.5234280337500985
597,0.9112184465386524
598,0.07027113553917755
599,-0.5752465690544286
600,-0.30355316457997605
601,-0.7008275023674303
602,0.5131653613659007
603,-0.7467024940164196
604,-0.8748733070246253
605,-0.22394061584426464
606,-0.052239396090989196
607,0.036961914914836885
608,-0.520715337614304
609,1.210381660878856
610,-1.0666864221874905
611,-0.617062465670391
612,-2.4514446756208716
613,0.15598379367223456
614,-0.6291567035122225
615,0.007424237070658049
616,0.9388643481005864
617,1.327347989364573
618,-1.163064931869566
619,-0.48520885890357096
620,-1.0131447085124046
621,-0.273015781142477
622,-0.45704031295786474
623,-0.5377515905155081
624,1.5050369384611662
625,-0.0444628226064086
626,-0.03565599553841217
627,-1.396012694906769
628,1.7324208794686762
629,1.7167642078778476
630,1.0066631889029156
631,-0.2944136767371219
632,-0.6381231070032796
633,0.7070055209923037
634,-0.7353417266861665
635,0.5203880085948561
636,0.4936999760769127
637,1.2532224211096004
638,-0.9682471995434995
639,-0.09393321771907971
640,-0.5176746318176703
641,1.5046751867507886
642,0.6141587495814768
643,-0.41034214244865774
644,0.1499595853925894
645,-0.2408136520491739
646,-1.7543956756692085
647,0.49675256429113646
648,1.2073016246220887
649,-0.6450723247674598
650,-1.4489033232233337
651,-1.3663770390489356
652,-0.7653763320846168
653,-0.5559808174295793
654,0.9047371894107885
655,1.7304699117156084
656,0.9417074501548832
657,-0.4413526176671769
658,0.7492941106765012
659,-0.14762511914010293
660,-0.5953313883075525
661,-1.0287932952309742
662,0.15921167917075363
663,-0.20228466320063346
664,-0.05914634607644778
665,0.08564069518152352
666,-1.9521093604184925
667,2.590585227955378
668,-1.4822596532110714
669,-0.5693943306041165
670,0.46236524911002774
671,-0.8027011595899038
672,-0.475104038028219
673,0.7370585831758294
674,0.5309043087669986
675,-0.6611604550901058
676,-0.9585963210773583
677,-2.1484804561399993
678,-0.5103843681516461
679,-0.04412628692949881
680,0.7708530446449844
681,0.05450050838675608
682,-0.851088444921284
683,0.1580621221879866
684,-0.5607890417197493
685,-0.33699753407315625
686,0.052350759107450115
687,2.0387413016616227
688,1.9549386975285286
689,-0.14011799800612829
690,-0.6398707254653941
691,1.0555122295798756
692,0.15125300305075526
693,-0.2969389845916895
694,-0.04011828421979055
695,0.15602008988717095
696,0.41680108237657487
697,0.14424290446389523
698,-1.141989814933197
699,4.813379116499227
700,6.748340147984223
701,3.641002673658815
702,4.128540402763372
703,6.62900368995147
704,4.819582236972589
705,4.608797360084796
706,5.085733872021467
707,4.4306153658541625
708,3.0476810248164323
709,6.060478107304526
710,4.067679671638067
711,5.993783429315351
712,4.5132541264664034
713,4.5182987157511025
714,5.53997351163909
715,4.039685703276986
716,5.379376357731437
717,4.8411984954531055
718,4.692495640002459
719,5.667282140474403
720,4.316948671762418
721,5.699868375303222
722,5.409764862397826
723,5.5228765942029625
724,6.558171568214128
725,5.242957761622396
726,4.969649759281222
727,4.2641141991877
728,4.3247576028165895
729,4.560552841076317
730,3.701211624859029
731,5.108777745207807
732,5.235687661370639
733,6.0598799685595175
734,4.629837555721379
735,5.675814898014563
736,4.981446462767233
737,5.062026788674176
738,3.967248255580076
739,6.68815684759969
740,5.97714220625358
741,5.8333201515697475
742,5.241196848197949
743,5.283042542501334
744,4.190613098923958
745,7.450380852083598
746,2.9903827807611942
747,5.195210678199559
748,5.031342367931712
749,6.100028197106693
750,5.157812302322227
751,6.582278950970663
752,5.651425707023058
753,4.577745542197313
754,4.151224213503334
755,5.712058060446064
756,6.354851538704766
757,5.654060028944691
758,4.3426314331030795
759,5.5504916650489875
760,4.911662424536064
761,4.3382304724543586
762,4.144936150030076
763,6.064667261396233
764,3.8047924319358226
765,5.076352469721315
766,6.395746210911983
767,4.539455331887828
768,7.19286645340352
769,5.248837404507031
770,6.6244552041858356
771,5.470169777588737
772,5.619289859595535
773,4.678407568748435
774,4.785420633414396
775,4.347982245280482
776,5.706775393676627
777,4.307950968308124
778,5.998025848834918
779,5.210075073677109
780,4.558441177922979
781,5.869640378603783
782,3.077142408977134
783,5.463369540253319
784,2.6144083782166754
785,5.634662843275762
786,6.753461676607879
787,3.467956217742509
788,3.1581569405310637
789,4.754084149896655
790,7.161568436797683
791,6.969465928941966
792,2.764564044238378
793,5.644680230941656
794,3.2528031890300655
795,5.380198063972493
796,3.6856816683262967
797,4.391145505555868
798,9.086617878086464
799,9.640017161122499
800,9.684646598347065
801,10.770301109820737
802,9.986539430850568
803,11.07675823950317
804,10.327111765221458
805,10.703479422137812
806,10.499351039415645
807,11.432860535723023
808,9.281171509844079
809,10.442238826475952
810,8.04808823137809
811,10.063612362639248
812,8.551075348796605
813,10.248749242427758
814,9.93932352172435
815,9.274004550644836
816,11.530390301624308
817,11.672457440835137
818,10.311943001214702
819,11.816864292393468
820,8.967845814461722
821,9.54607457048322
822,10.046213532577234
823,9.038149096118739
824,10.806331426089056
825,9.804320217185577
826,9.343500425671321
827,10.88839332840498
828,9.515904567721613
829,10.53568848454748
830,10.740169285090834
831,9.222641334212712
832,9.51650856720067
833,10.716706680721176
834,9.72954603260161
835,10.88248321719106
836,8.42706669616939
837,9.300295983288256
838,9.090758038408042
839,7.9608065863918505
840,9.854485463437305
841,9.052276670998513
842,8.9232682560957
843,9.912615360896746
844,11.11993709787185
845,8.861916119151278
846,11.36118290995069
847,9.669198288612263
848,9.258958113100977
849,10.145895468007724
850,10.802918041125613
851,9.401644333670102
852,8.592704880874413
853,9.89912090166588
854,10.645907292092101
855,11.081304950032136
856,9.704006660307433
857,8.944163524014364
858,10.534244328294301
859,12.788062605388626
860,12.658550264093769
861,10.916247794744288
862,9.06799391212428
863,9.513475257627057
864,11.1124439026922
865,9.539959755069514
866,9.583819552914889
867,11.789744339323162
868,9.563551927903097
869,10.710508348998436
870,9.70441976573146
871,10.273191495002107
872,10.755254889583844
873,9.347014062839225
874,10.471927564671937
875,3.3159168469268447
876,4.900384219180756
877,5.824033903155403
878,4.822029164964958
879,6.076975754864197
880,4.068811610378501
881,4.951385523905655
882,5.262454879915381
883,4.857704132783086
884,5.596251445014382
885,4.368305949950127
886,4.5586445388591335
887,5.644639575058728
888,3.7867998283109436
889,4.043825843346149
890,4.507731732162491
891,3.1145454323769877
892,5.588389361273663
893,5.252408395251539
894,6.252575885298745
895,4.791169077308174
896,4.828862236581457
897,6.326026196583294
898,5.859517040269024
899,4.256845244076712
900,5.339005037002084
901,5.281695180596486
902,4.2330574211107495
903,5.160292814754383
904,5.570475481143095
905,3.728065024881019
906,3.6879263257025556
907,4.691048099120566
908,5.81305672860918
909,6.677995412350957
910,6.224051852796913
911,5.094747912254727
912,4.781833137426293
913,4.459803369366057
914,5.259648912517526
915,4.06214113589442
916,5.407318840556743
917,4.318320556447881
918,5.55178154383462
919,5.751989200538343
920,3.297072789454891
921,4.71514922804154
922,6.794922889964001
923,6.32085168710384
924,3.8427641954143863
925,3.413881454375145
926,4.3100521713877304
927,3.382109478716802
928,5.575326522895209
929,3.8770654364927477
930,5.71458590770016
931,5.385998379061673
932,4.938494657977666
933,5.086218332244058
934,3.6492473102569774
935,5.113968650751893
936,4.829030503261108
937,4.177102811238039
938,2.1370545250167337
939,5.922333433675424
940,4.294013503841084
941,5.220564980669377
942,8.455098739447228
943,8.617709933376108
944,9.604538957581065
945,9.532756913477114
946,11.07682418600396
947,11.947921805156927
948,10.244024849787085
949,8.727518851207293
950,8.592503644980374
951,8.500571232640475
952,9.595337525797353
953,9.776559619148292
954,10.171796103039568
955,10.159052863662426
956,10.646080292733476
957,9.85466895941993
958,12.000525294225096
959,9.020440701759238
960,9.558722818504895
961,11.363109416409714
962,9.636215917855125
963,11.03497406844664
964,8.624187618754133
965,4.71362742646625
966,4.600603608737783
967,4.895306828208252
968,6.238963242983487
969,5.01742050648739
970,7.276105058148362
971,5.409544569381531
972,8.05796377490097
973,4.6665053678039925
974,3.920203322032351
975,4.884614995403171
976,3.176073453012984
977,6.2378394707686375
978,4.88143595189006
979,5.209191622821403
980,4.618152879169539
981,3.674327829200928
982,6.43909828263188
983,3.565680275885512
984,5.1291238355218445
985,3.194590910567195
986,5.798041786573698
987,4.39283631284474
988,3.548844479946635
989,4.6314085692111995
990,3.956509734622737
991,4.173373376813735
992,5.359078001209303
993,4.020814835714534
994,4.850614093756474
995,4.797146491895926
996,3.266271097621761
997,3.577356875045764
998,5.400046760492517
999,4.430388730951609
1000,4.391946857909367
1001,4.633501344824266
1002,6.50656427968866
1003,3.7748510220693503
1004,4.036890028904554
1005,5.098748500302545
1006,5.709694335587161
1007,-6.12017202630479
1008,-4.379667575704006
1009,-4.244592802862314
1010,-6.2264890234737
1011,-5.043389517615504
1012,-3.208153143612668
1013,-4.511045439569865
1014,-4.823232046147859
1015,-7.086509247893094
1016,-5.486592093999224
1017,-7.709235554270583
1018,-5.959943214494268
1019,-5.980160837201853
1020,-5.862454624216837
1021,-6.953797374810243
1022,-6.0956383378969585
1023,-5.912279445921152
1024,-5.37354365207274
1025,1.1294800718602724
1026,1.663726107195406
1027,2.1346076520597927
1028,0.5901895575550165
1029,0.04696160324326041
1030,0.7190793078002437
1031,-0.8752191883336151
1032,0.040769296291117654
1033,-0.672909771242074
1034,0.48743262582008273
1035,-0.8976951711820944
1036,1.0566158538397692
1037,0.08930554475092024
1038,0.24287634888890072
1039,-0.1547918114339106
1040,-0.9246336905967607
1041,0.051547334966824884
1042,10.148683257338037
1043,10.882455924968227
1044,11.509290386183517
1045,10.89332807502521
1046,9.74869679636909
1047,8.172339383009813
1048,9.949777564218268
1049,-0.8480975149766007
1050,-0.7159515706905771
1051,-0.16033773539263133
1052,-0.6999110631075557
1053,0.49485006376068963
1054,0.48335062662232997
1055,1.752802996682056
1056,0.25301084511743105
1057,-1.041873041437476
1058,0.35226911098465796
1059,-0.7330822831275952
1060,-0.23045798953965985
1061,-0.6153608555619782
1062,0.3521375571682252
1063,1.8457086899491695
1064,-0.7942316382109293
1065,0.8048503258214177
1066,1.2326904942756112
1067,0.13730241539482876
1068,0.6117187694430274
1069,1.173449888390266
1070,-0.18341308579040785
1071,-4.07790285164722
1072,-3.690803330640855
1073,-4.768109920488958
1074,-5.376831749327698
1075,-5.445340354030712
1076,-6.837948988339424
1077,-5.328570806087494
1078,-3.3395655252562224
1079,-4.443303187539995
1080,-5.279314496662704
1081,-5.04156788917863
1082,-3.2710804060931826
1083,-4.905761204244471
1084,-7.1311835267083215
1085,-2.882412478970946
1086,-4.819025335587247
1087,-5.376985156425086
1088,-5.829983845527904
1089,-5.078690453239776
1090,-4.212101091907208
1091,-5.4026192904548545
1092,-4.244861655967838
1093,-6.695533020118201
1094,-4.529579165175944
1095,-5.7899661914913665
1096,-4.460718343055392
1097,-4.681657345879435
1098,-5.496225559554442
1099,-4.988003198291197
1100,-2.792674734042946
1101,-4.275216706578354
1102,-2.816930202869066
1103,-6.345549401484874
1104,-5.3610761143778545
1105,-5.530206927223536
1106,-4.444979958397091
1107,-6.982947872459343
1108,-4.723673107894632
1109,-5.649284205259012
1110,-4.544328212732201
1111,-4.697322521451015
1112,-6.7468752857160785
1113,-4.382826178966022
1114,-4.353825408752076
1115,-4.097558589543632
1116,-5.715516379573121
1117,-5.096647893432957
1118,-6.2809960579505475
1119,-3.972989220741961
1120,-4.672190851711842
1121,-5.721775383832899
1122,-4.871786259367956
1123,-4.484985633384408
1124,-4.127488017468478
1125,-5.824180465641395
1126,-4.244945355085408
1127,-5.364560981586867
1128,-5.366979816505732
1129,-5.022493273208566
1130,-5.176948291559184
1131,-3.186463218279764
1132,-6.522425736496252
1133,-6.9196877572555024
1134,-5.678752305306751
1135,-5.281794194339355
1136,-3.489115974125495
1137,-5.415167612431625
1138,-3.13523215722537
1139,-4.478880018417997
1140,-4.768590994261988
1141,-3.710649113811157
1142,-4.321316613062791
1143,-4.370598517803668
1144,-6.909881246427532
1145,-5.514193488627751
1146,-4.681364381189497
1147,-6.243361712930384
1148,-4.983189762497006
1149,-5.584806158761646
1150,-5.702190648229767
1151,-4.588368455416213
1152,-4.628218509349416
1153,-3.770107448280616
1154,-5.070615370267601
1155,-4.838217131423324
1156,-5.898080236201709
1157,-4.330235098490272
1158,-5.770244687611282
1159,-5.366596739830808
1160,-4.403734256691355
1161,-5.0994839181287235
1162,-5.381108130452645
1163,-4.028935007858159
1164,-5.6960974821705
1165,-5.4878457850139855
1166,-4.631851797437126
1167,-3.8617747105189872
1168,-5.269668263517381
1169,-5.959560067900883
1170,-6.118428046043626
1171,-4.7252287241082565
1172,-5.555356650418863
1173,-5.799594229573207
1174,-5.542059426317395
1175,-5.64317590493254
1176,-5.888826862109977
1177,-4.141999937513548
1178,-4.930044546880961
1179,-3.880939023919164
1180,-5.436921537889189
1181,-6.271966488725252
1182,-4.471993438446574
1183,-5.317109306420695
1184,-4.524752112344889
1185,-5.479329407057607
1186,-7.35416632635032
1187,-3.1012459703155617
1188,-4.788164890649468
1189,-5.176932114414691
1190,-5.20748505634399
1191,-5.239988787232173
1192,-5.1761417648811285
1193,-4.458782890930266
1194,-5.00342494830244
1195,-5.943512671094588
1196,-4.638569266710915
1197,-4.022248611606501
1198,-7.1196254727852475
1199,-4.868057285521449
1200,-6.751603949235815
1201,-6.430739905198118
1202,-4.055397175527964
1203,-4.247011992031575
1204,-4.304166022118469
1205,-5.403289333597502
1206,-4.404846470153613
1207,-5.160193957998804
1208,-2.6333374714018807
1209,-6.09758954880758
1210,-6.566294816376043
1211,-4.123076764446401
1212,-4.9963834043414295
1213,-3.3253116530708904
1214,-8.03561253160165
1215,-5.617152560774379
1216,-6.78565546918926
1217,-4.930990988459872
1218,-4.720177759432593
1219,-4.00273562524173
1220,-1.6825291948608176
1221,1.1186704629950226
1222,-0.2672093061119291
1223,0.19172695052925698
1224,-0.5605603944401448
1225,-1.932543843109483
1226,-0.5454185726983927
1227,1.9406763785257013
1228,-0.6870576280460052
1229,0.7472033355002192
1230,-0.9415032178568457
1231,-0.6921210230553813
1232,0.250765275128379
1233,1.2141060985711674
1234,0.9567874933240141
1235,-0.458047697641056
1236,-0.214420884333665
1237,-1.7439991547256137
1238,-0.19679973536573112
1239,-0.05055003451830256
1240,-0.10452751428049253
1241,-1.322838908154152
1242,0.9502135114670057
1243,-0.8635745065991765
1244,-0.24265092772560382
1245,1.1799666645482387
1246,-0.7893458482643702
1247,-1.827650960570581
1248,1.1118306218655585
1249,0.9502060630399233
1250,-1.8542167788754784
1251,-0.7593378379902529
1252,-0.06253195633523166
1253,1.388985119348299
1254,0.7506864729510788
1255,-0.7647457428857266
1256,-0.37607408527363956
1257,0.12873364489155933
1258,0.8635329299666599
1259,0.908702996777426
1260,0.2612453127505991
1261,2.6238680533069343
1262,1.7338254634497736
1263,-1.0747920604223802
1264,0.8854538795348914
1265,-0.3524447898483639
1266,0.705704481284325
1267,0.3024615829720596
1268,-4.206658148859379
1269,-2.6072291859189094
1270,-0.06246609245815963
1271,-1.4854916286681736
1272,0.7799021463624172
1273,-0.9901424888681658
1274,-1.358972451350365
1275,1.0778850480052706
1276,-1.2049995996440326
1277,0.5596765758802783
1278,-0.5542986147332154
1279,-0.22593319781264037
1280,-1.7428213302433735
1281,1.0540785732783013
1282,0.6495251850515692
1283,-0.10942120352852049
1284,-0.07631477622941578
1285,-0.1875322611866006
